trend_id,category,style,popularity_score,season,color_palette,fabric_type,price_range,brand_influence,social_media_trend
T1857,Shoes,Streetwear,0,Summer,Gradient,Velvet,Affordable,High-end,TikTok
T1858,Dress,Formal,4,Spring,Neon,Polyester,Affordable,Luxury,YouTube
T1859,Accessories,Vintage,82,Summer,Pastel,Cotton,Affordable,Local,Instagram
T1860,Accessories,Sporty,77,Spring,Monochrome,Silk,High-end,High-end,YouTube
T1861,Shoes,Casual,29,Autumn,Metallic,Velvet,High-end,Luxury,Instagram
T1862,Accessories,Sporty,56,Spring,Metallic,Linen,High-end,High-end,YouTube
T1863,Accessories,Minimalist,34,Winter,Pastel,Wool,Affordable,Luxury,TikTok
T1864,Shoes,Formal,65,Autumn,Monochrome,Silk,High-end,Luxury,Instagram
T1865,Accessories,Vintage,21,Winter,Monochrome,Cotton,Mid-range,High-end,Instagram
T1866,Shirt,Vintage,98,Spring,Metallic,Cotton,Affordable,Luxury,TikTok
T1867,Accessories,Casual,56,Winter,Metallic,Silk,Affordable,Luxury,YouTube
T1868,Pants,Streetwear,89,Summer,Monochrome,Denim,High-end,Fast Fashion,Instagram
T1869,Shoes,Formal,98,Spring,Gradient,Wool,High-end,Luxury,YouTube
T1870,Shoes,Bohemian,97,Winter,Metallic,Silk,Affordable,Local,Pinterest
T1871,Shoes,Casual,28,Spring,Monochrome,Wool,Mid-range,Local,YouTube
T1872,Pants,Sporty,24,Winter,Gradient,Velvet,High-end,Local,Pinterest
T1873,Shoes,Formal,99,Spring,Gradient,Silk,High-end,Luxury,TikTok
T1874,Dress,Minimalist,74,Autumn,Metallic,Linen,Mid-range,Local,TikTok
T1875,Pants,Casual,18,Winter,Earth-tone,Wool,Affordable,Local,Instagram
T1876,Shirt,Vintage,71,Spring,Metallic,Wool,High-end,Luxury,Pinterest
T1877,Pants,Streetwear,24,Summer,Earth-tone,Silk,High-end,Local,YouTube
T1878,Shoes,Formal,25,Autumn,Pastel,Velvet,Mid-range,Fast Fashion,Instagram
T1879,Pants,Vintage,23,Summer,Neon,Linen,Affordable,High-end,Pinterest
T1880,Pants,Formal,31,Winter,Monochrome,Linen,High-end,Fast Fashion,Pinterest
T1881,Shoes,Formal,94,Spring,Gradient,Linen,Affordable,Fast Fashion,TikTok
T1882,Shoes,Bohemian,89,Spring,Gradient,Linen,High-end,Luxury,TikTok
T1883,Accessories,Vintage,16,Winter,Metallic,Cotton,High-end,Fast Fashion,Pinterest
T1884,Dress,Casual,11,Summer,Gradient,Linen,High-end,Luxury,TikTok
T1885,Shirt,Bohemian,95,Summer,Monochrome,Denim,Affordable,High-end,TikTok
T1886,Pants,Minimalist,83,Autumn,Metallic,Denim,Mid-range,Luxury,YouTube
T1887,Pants,Vintage,56,Autumn,Monochrome,Linen,Mid-range,Fast Fashion,Pinterest
T1888,Pants,Formal,21,Summer,Neon,Wool,Mid-range,Fast Fashion,Pinterest
T1889,Dress,Casual,45,Autumn,Gradient,Cotton,Mid-range,Luxury,Instagram
T1890,Accessories,Casual,5,Summer,Earth-tone,Denim,Mid-range,High-end,TikTok
T1891,Accessories,Casual,3,Spring,Gradient,Silk,Affordable,High-end,TikTok
T1892,Shoes,Vintage,83,Spring,Gradient,Cotton,Mid-range,High-end,Instagram
T1893,Pants,Minimalist,59,Summer,Earth-tone,Polyester,Mid-range,High-end,TikTok
T1894,Shirt,Minimalist,43,Spring,Gradient,Cotton,High-end,Luxury,Instagram
T1895,Pants,Bohemian,97,Summer,Metallic,Denim,High-end,High-end,TikTok
T1896,Pants,Casual,71,Winter,Monochrome,Linen,Affordable,Fast Fashion,YouTube
T1897,Shoes,Bohemian,23,Summer,Monochrome,Silk,High-end,Fast Fashion,Instagram
T1898,Pants,Sporty,19,Autumn,Pastel,Silk,High-end,High-end,Pinterest
T1899,Shoes,Streetwear,34,Autumn,Monochrome,Wool,Affordable,High-end,Pinterest
T1900,Shirt,Minimalist,57,Autumn,Monochrome,Polyester,High-end,High-end,Instagram
T1901,Shoes,Minimalist,47,Summer,Monochrome,Linen,Mid-range,Luxury,YouTube
T1902,Dress,Formal,80,Summer,Metallic,Silk,Affordable,Fast Fashion,TikTok
T1903,Accessories,Bohemian,73,Autumn,Monochrome,Wool,Affordable,Fast Fashion,Instagram
T1904,Accessories,Streetwear,31,Spring,Pastel,Denim,Mid-range,Fast Fashion,TikTok
T1905,Pants,Casual,35,Autumn,Monochrome,Linen,Mid-range,Local,Instagram
T1906,Shoes,Sporty,20,Autumn,Earth-tone,Wool,High-end,Fast Fashion,YouTube
T1907,Dress,Casual,70,Summer,Gradient,Polyester,Affordable,Fast Fashion,Instagram
T1908,Accessories,Sporty,100,Summer,Earth-tone,Velvet,Mid-range,High-end,TikTok
T1909,Shoes,Formal,1,Winter,Metallic,Silk,Mid-range,Local,Instagram
T1910,Shoes,Casual,20,Winter,Earth-tone,Wool,Affordable,High-end,YouTube
T1911,Pants,Formal,18,Autumn,Monochrome,Polyester,Affordable,High-end,TikTok
T1912,Pants,Streetwear,75,Winter,Neon,Cotton,High-end,High-end,Pinterest
T1913,Shoes,Streetwear,80,Winter,Pastel,Silk,High-end,Local,Instagram
T1914,Pants,Casual,100,Winter,Earth-tone,Silk,Affordable,Fast Fashion,Pinterest
T1915,Shoes,Streetwear,47,Autumn,Neon,Wool,Affordable,Local,TikTok
T1916,Shoes,Minimalist,79,Winter,Neon,Wool,High-end,Local,Pinterest
T1917,Shoes,Bohemian,12,Summer,Metallic,Velvet,Affordable,Local,Instagram
T1918,Accessories,Casual,87,Winter,Gradient,Cotton,Affordable,Local,TikTok
T1919,Shirt,Bohemian,40,Winter,Monochrome,Silk,Affordable,High-end,Instagram
T1920,Dress,Vintage,50,Summer,Monochrome,Silk,Mid-range,Fast Fashion,Pinterest
T1921,Shoes,Minimalist,85,Autumn,Gradient,Denim,Affordable,Local,Instagram
T1922,Shoes,Formal,72,Spring,Pastel,Cotton,High-end,Local,Pinterest
T1923,Shoes,Casual,84,Winter,Gradient,Linen,High-end,Luxury,Pinterest
T1924,Accessories,Casual,32,Winter,Monochrome,Denim,Mid-range,High-end,Pinterest
T1925,Shirt,Sporty,60,Summer,Monochrome,Polyester,Affordable,Local,YouTube
T1926,Shoes,Streetwear,73,Autumn,Monochrome,Silk,Mid-range,Luxury,Instagram
T1927,Shoes,Streetwear,18,Autumn,Pastel,Wool,Affordable,High-end,Instagram
T1928,Accessories,Sporty,53,Summer,Monochrome,Denim,Affordable,Luxury,TikTok
T1929,Accessories,Sporty,5,Summer,Metallic,Wool,High-end,High-end,Instagram
T1930,Shoes,Minimalist,63,Winter,Metallic,Velvet,Affordable,Local,TikTok
T1931,Shirt,Formal,47,Winter,Monochrome,Cotton,Affordable,Local,TikTok
T1932,Dress,Streetwear,65,Winter,Monochrome,Wool,High-end,Luxury,Pinterest
T1933,Shirt,Casual,12,Summer,Gradient,Wool,High-end,Luxury,Pinterest
T1934,Shoes,Minimalist,91,Autumn,Neon,Silk,Affordable,Local,Pinterest
T1935,Dress,Formal,57,Summer,Gradient,Velvet,High-end,High-end,Pinterest
T1936,Shoes,Casual,3,Spring,Metallic,Linen,Mid-range,Fast Fashion,Pinterest
T1937,Shoes,Vintage,65,Autumn,Earth-tone,Velvet,Affordable,Luxury,Instagram
T1938,Shirt,Formal,29,Winter,Pastel,Polyester,Mid-range,Luxury,Pinterest
T1939,Shoes,Minimalist,97,Summer,Gradient,Silk,Mid-range,High-end,Instagram
T1940,Shoes,Vintage,80,Spring,Monochrome,Denim,Mid-range,Luxury,Instagram
T1941,Shirt,Sporty,47,Summer,Monochrome,Linen,Mid-range,Local,Pinterest
T1942,Accessories,Casual,74,Summer,Earth-tone,Velvet,Mid-range,Fast Fashion,YouTube
T1943,Shoes,Minimalist,86,Spring,Pastel,Polyester,Mid-range,Luxury,Pinterest
T1944,Dress,Formal,92,Spring,Metallic,Silk,High-end,Luxury,TikTok
T1945,Accessories,Vintage,49,Spring,Earth-tone,Cotton,High-end,Local,TikTok
T1946,Shirt,Bohemian,17,Autumn,Monochrome,Denim,Mid-range,Local,Instagram
T1947,Accessories,Sporty,16,Winter,Neon,Linen,High-end,High-end,Instagram
T1948,Pants,Bohemian,68,Winter,Monochrome,Wool,High-end,Fast Fashion,Instagram
T1949,Shoes,Streetwear,1,Autumn,Pastel,Cotton,High-end,Local,TikTok
T1950,Pants,Sporty,69,Autumn,Gradient,Velvet,High-end,Luxury,YouTube
T1951,Accessories,Sporty,59,Winter,Gradient,Wool,Affordable,Fast Fashion,Instagram
T1952,Pants,Casual,49,Spring,Gradient,Silk,Affordable,Fast Fashion,TikTok
T1953,Shoes,Minimalist,52,Spring,Monochrome,Linen,Mid-range,High-end,Instagram
T1954,Shoes,Casual,72,Winter,Metallic,Velvet,Mid-range,Local,Pinterest
T1955,Pants,Vintage,87,Winter,Neon,Silk,Affordable,Local,TikTok
T1956,Shirt,Bohemian,69,Summer,Neon,Linen,High-end,Fast Fashion,Instagram
T1957,Accessories,Sporty,93,Winter,Metallic,Velvet,High-end,Fast Fashion,YouTube
T1958,Pants,Formal,18,Winter,Earth-tone,Wool,Affordable,High-end,Instagram
T1959,Pants,Vintage,52,Autumn,Pastel,Cotton,Affordable,High-end,YouTube
T1960,Pants,Vintage,17,Autumn,Neon,Cotton,Mid-range,High-end,Instagram
T1961,Shirt,Bohemian,20,Spring,Gradient,Silk,High-end,Luxury,YouTube
T1962,Dress,Bohemian,1,Summer,Earth-tone,Velvet,Affordable,Local,TikTok
T1963,Accessories,Minimalist,89,Autumn,Gradient,Denim,Affordable,Luxury,Pinterest
T1964,Shoes,Minimalist,24,Winter,Monochrome,Velvet,Mid-range,Luxury,Instagram
T1965,Accessories,Casual,33,Autumn,Neon,Wool,Affordable,Luxury,YouTube
T1966,Shoes,Sporty,55,Summer,Neon,Denim,High-end,Local,YouTube
T1967,Pants,Streetwear,95,Spring,Monochrome,Silk,Affordable,Luxury,TikTok
T1968,Shoes,Formal,9,Spring,Pastel,Silk,High-end,Luxury,Pinterest
T1969,Accessories,Sporty,71,Winter,Monochrome,Polyester,Mid-range,Fast Fashion,Instagram
T1970,Shirt,Casual,85,Winter,Metallic,Velvet,Mid-range,Fast Fashion,Instagram
T1971,Dress,Streetwear,27,Winter,Earth-tone,Velvet,Mid-range,Luxury,TikTok
T1972,Pants,Sporty,8,Summer,Earth-tone,Silk,Affordable,Luxury,YouTube
T1973,Shoes,Bohemian,12,Winter,Earth-tone,Silk,High-end,Local,Pinterest
T1974,Dress,Streetwear,28,Autumn,Pastel,Velvet,High-end,High-end,YouTube
T1975,Pants,Formal,57,Spring,Neon,Denim,Mid-range,High-end,YouTube
T1976,Pants,Bohemian,19,Autumn,Neon,Silk,Affordable,High-end,YouTube
T1977,Dress,Formal,61,Spring,Metallic,Cotton,Affordable,Fast Fashion,TikTok
T1978,Dress,Casual,91,Winter,Monochrome,Wool,High-end,High-end,YouTube
T1979,Shoes,Vintage,39,Summer,Metallic,Silk,Mid-range,High-end,YouTube
T1980,Accessories,Bohemian,37,Autumn,Earth-tone,Denim,Mid-range,Fast Fashion,TikTok
T1981,Dress,Vintage,8,Spring,Earth-tone,Silk,Affordable,Luxury,YouTube
T1982,Accessories,Formal,20,Winter,Gradient,Cotton,Affordable,Fast Fashion,Instagram
T1983,Dress,Streetwear,50,Winter,Monochrome,Velvet,High-end,Luxury,Instagram
T1984,Pants,Bohemian,37,Summer,Monochrome,Wool,Affordable,High-end,YouTube
T1985,Shoes,Sporty,57,Autumn,Monochrome,Denim,High-end,Luxury,Pinterest
T1986,Pants,Bohemian,13,Autumn,Pastel,Linen,Mid-range,High-end,YouTube
T1987,Pants,Vintage,16,Winter,Monochrome,Cotton,Affordable,Luxury,Instagram
T1988,Dress,Sporty,75,Autumn,Metallic,Cotton,Affordable,High-end,Pinterest
T1989,Dress,Vintage,22,Winter,Gradient,Denim,Mid-range,High-end,Instagram
T1990,Dress,Sporty,1,Spring,Metallic,Denim,Mid-range,Luxury,Instagram
T1991,Dress,Streetwear,42,Spring,Gradient,Silk,Mid-range,Luxury,Pinterest
T1992,Shirt,Sporty,54,Winter,Pastel,Silk,Affordable,Fast Fashion,Instagram
T1993,Accessories,Minimalist,88,Spring,Metallic,Cotton,Affordable,Fast Fashion,TikTok
T1994,Shoes,Casual,86,Autumn,Metallic,Denim,High-end,Fast Fashion,TikTok
T1995,Shoes,Bohemian,59,Autumn,Monochrome,Denim,High-end,Local,Pinterest
T1996,Shirt,Minimalist,62,Autumn,Neon,Denim,High-end,Local,Instagram
T1997,Shirt,Vintage,97,Summer,Metallic,Wool,Affordable,Luxury,TikTok
T1998,Shoes,Minimalist,61,Winter,Neon,Wool,Mid-range,Local,Pinterest
T1999,Pants,Sporty,87,Autumn,Earth-tone,Denim,Affordable,Local,Instagram
T2000,Shirt,Casual,19,Spring,Gradient,Velvet,Affordable,Luxury,Instagram
